d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,coordinates of geographic center,population
2746,20179,KS,Sheridan County,9,284,Point(-98.3804 38.4937),2911641
2747,48369,TX,Parmer County,7,1500,Point(-99.3312 31.4757),27469114
2748,13035,GA,Butts County,1,3586,Point(-83.437611111 32.662027777),10214860
2749,48085,TX,Collin County,1,58619,Point(-99.3312 31.4757),27469114
2750,46027,SD,Clay County,6,2393,,1394928
2751,1039,AL,Covington County,7,7228,Point(-86.8287 32.7794),4858979
2752,17191,IL,Wayne County,7,2272,Point(-89.1965 40.0417),12859995
2753,1071,AL,Jackson County,6,9007,Point(-86.8287 32.7794),4858979
2754,53023,WA,Garfield County,8,308,Point(-120.4472 47.3826),7170351
2755,13289,GA,Twiggs County,3,1893,Point(-83.437611111 32.662027777),10214860
2756,47067,TN,Hancock County,8,1983,Point(-86.3505 35.858),6600299
2757,20077,KS,Harper County,8,809,Point(-98.3804 38.4937),2911641
2758,36039,NY,Greene County,6,7278,Point(-75.5268 42.9538),19795791
2759,37013,NC,Beaufort County,6,8925,Point(-79.5 35.5),10042802
2760,13315,GA,Wilcox County,9,2115,Point(-83.437611111 32.662027777),10214860
2761,31115,NE,Loup County,9,94,Point(-99.7951 41.5378),1896190
2762,55043,WI,Grant County,6,7919,Point(-89.9941 44.6243),5771337
2763,8013,CO,Boulder County,2,33749,Point(-105.5478 38.9972),5456574
2764,19003,IA,Adams County,9,452,Point(-93.496 42.0751),3046355
2765,28029,MS,Copiah County,2,7517,Point(-89.6678 32.7364),2992333
2766,48041,TX,Brazos County,3,51022,Point(-99.3312 31.4757),27469114
2767,5097,AR,Montgomery County,8,1956,Point(-92.4426 34.8938),2978204
2768,31077,NE,Greeley County,9,333,Point(-99.7951 41.5378),1896190
2769,17073,IL,Henry County,2,5556,Point(-89.1965 40.0417),12859995
2770,48433,TX,Stonewall County,8,217,Point(-99.3312 31.4757),27469114
2771,54041,WV,Lewis County,7,2939,Point(-80.6227 38.6409),1844128
2772,27077,MN,Lake of the Woods County,9,408,Point(-94.3053 46.2807),5489594
2773,16049,ID,Idaho County,6,2531,Point(-114.613 44.3509),1654930
2774,55047,WI,Green Lake County,6,2153,Point(-89.9941 44.6243),5771337
2775,33001,NH,Belknap County,4,5949,Point(-71.5811 43.6805),1330608
2776,35051,NM,Sierra County,6,2940,Point(-106.1126 34.4071),2085109
2777,39057,OH,Greene County,2,18975,Point(-82.7937 40.2862),11613423
2778,5043,AR,Drew County,7,3387,Point(-92.4426 34.8938),2978204
2779,55141,WI,Wood County,4,7088,Point(-89.9941 44.6243),5771337
2780,38045,ND,LaMoure County,9,468,Point(-100.4659 47.4501),756927
2781,20197,KS,Wabaunsee County,3,549,Point(-98.3804 38.4937),2911641
2782,55135,WI,Waupaca County,6,5318,Point(-89.9941 44.6243),5771337
2783,6019,CA,Fresno County,2,245131,Point(-119.4696 37.1841),39144818
2784,22065,LA,Madison Parish,7,4103,,3976322
2785,21011,KY,Bath County,8,3034,Point(-85.3021 37.5347),4425092
2786,18017,IN,Cass County,4,4648,Point(-86.2816 39.8942),6619680
2787,17035,IL,Cumberland County,9,1323,Point(-89.1965 40.0417),12859995
2788,5149,AR,Yell County,6,3817,Point(-92.4426 34.8938),2978204
2789,8123,CO,Weld County,3,33377,Point(-105.5478 38.9972),5456574
2790,48055,TX,Caldwell County,1,6552,Point(-99.3312 31.4757),27469114
2791,55131,WI,Washington County,1,7496,Point(-89.9941 44.6243),5771337
2792,21147,KY,McCreary County,9,6168,Point(-85.3021 37.5347),4425092
2793,53003,WA,Asotin County,3,3225,Point(-120.4472 47.3826),7170351
2794,54045,WV,Logan County,6,8075,Point(-80.6227 38.6409),1844128
2795,48097,TX,Cooke County,6,5330,Point(-99.3312 31.4757),27469114
2796,21165,KY,Menifee County,9,1513,Point(-85.3021 37.5347),4425092
2797,48015,TX,Austin County,1,4213,Point(-99.3312 31.4757),27469114
2798,41007,OR,Clatsop County,4,4919,Point(-120.5583 43.9336),4028977
2799,26037,MI,Clinton County,2,6509,Point(-85.4102 44.3467),9922576
2800,1033,AL,Colbert County,3,8982,Point(-86.8287 32.7794),4858979
2801,56005,WY,Campbell County,5,4067,Point(-107.5512 42.9957),586107
2802,16003,ID,Adams County,8,580,Point(-114.613 44.3509),1654930
2803,17139,IL,Moultrie County,6,1444,Point(-89.1965 40.0417),12859995
2804,51035,VA,Carroll County,6,4775,Point(-78.8537 37.5215),8382993
2805,51099,VA,King George County,8,1728,Point(-78.8537 37.5215),8382993
2806,29055,MO,Crawford County,6,4449,Point(-92.458 38.3566),6083672
2807,20155,KS,Reno County,4,8844,Point(-98.3804 38.4937),2911641
2808,45043,SC,Georgetown County,4,9222,Point(-80.8964 33.9169),4896146
2809,19029,IA,Cass County,6,1654,Point(-93.496 42.0751),3046355
2810,6089,CA,Shasta County,3,30359,Point(-119.4696 37.1841),39144818
2811,39075,OH,Holmes County,7,5041,Point(-82.7937 40.2862),11613423
2812,35019,NM,Guadalupe County,7,955,Point(-106.1126 34.4071),2085109
2813,47127,TN,Moore County,9,678,Point(-86.3505 35.858),6600299
2814,55107,WI,Rusk County,6,1920,Point(-89.9941 44.6243),5771337
2815,42079,PA,Luzerne County,2,44618,Point(-77.7996 40.8781),12802503
2816,39097,OH,Madison County,1,4576,Point(-82.7937 40.2862),11613423
2817,31091,NE,Hooker County,9,56,Point(-99.7951 41.5378),1896190
2818,49053,UT,Washington County,3,19795,Point(-111.6703 39.3055),2763885
2819,21117,KY,Kenton County,1,20493,Point(-85.3021 37.5347),4425092
2820,13177,GA,Lee County,3,3190,Point(-83.437611111 32.662027777),10214860
2821,20145,KS,Pawnee County,7,840,Point(-98.3804 38.4937),2911641
2822,55139,WI,Winnebago County,3,18883,Point(-89.9941 44.6243),5771337
2823,48437,TX,Swisher County,6,1511,Point(-99.3312 31.4757),27469114
2824,17101,IL,Lawrence County,7,2566,Point(-89.1965 40.0417),12859995
2825,51197,VA,Wythe County,6,4135,Point(-78.8537 37.5215),8382993
2826,25015,MA,Hampshire County,2,16535,Point(-71.8083 42.2596),6794422
2827,22103,LA,St. Tammany Parish,1,24598,,3976322
2828,28041,MS,Greene County,8,2642,Point(-89.6678 32.7364),2992333
2829,51053,VA,Dinwiddie County,1,3565,Point(-78.8537 37.5215),8382993
2830,29101,MO,Johnson County,4,7187,Point(-92.458 38.3566),6083672
2831,55023,WI,Crawford County,7,2212,Point(-89.9941 44.6243),5771337
2832,26151,MI,Sanilac County,6,6359,Point(-85.4102 44.3467),9922576
2833,54021,WV,Gilmer County,9,1706,Point(-80.6227 38.6409),1844128
2834,30023,MT,Deer Lodge County,7,1574,Point(-109.6333 47.0527),1032949
2835,5109,AR,Pike County,9,1927,Point(-92.4426 34.8938),2978204
2836,31113,NE,Logan County,9,79,Point(-99.7951 41.5378),1896190
2837,20149,KS,Pottawatomie County,6,1917,Point(-98.3804 38.4937),2911641
2838,55011,WI,Buffalo County,8,1369,Point(-89.9941 44.6243),5771337
2839,19189,IA,Winnebago County,7,1072,Point(-93.496 42.0751),3046355
2840,37071,NC,Gaston County,1,33562,Point(-79.5 35.5),10042802
2841,37001,NC,Alamance County,3,25014,Point(-79.5 35.5),10042802
2842,40151,OK,Woods County,7,1105,Point(-97.4943 35.5889),3911338
2843,4013,AZ,Maricopa County,1,624923,Point(-111.6602 34.2744),6828065
2844,53019,WA,Ferry County,9,1602,Point(-120.4472 47.3826),7170351
2845,48081,TX,Coke County,8,501,Point(-99.3312 31.4757),27469114
2846,8027,CO,Custer County,8,605,Point(-105.5478 38.9972),5456574
2847,4023,AZ,Santa Cruz County,4,9569,Point(-111.6602 34.2744),6828065
2848,28101,MS,Newton County,7,4563,Point(-89.6678 32.7364),2992333
2849,28097,MS,Montgomery County,7,2433,Point(-89.6678 32.7364),2992333
2850,31001,NE,Adams County,5,3835,Point(-99.7951 41.5378),1896190
2851,16083,ID,Twin Falls County,5,11954,Point(-114.613 44.3509),1654930
2852,17077,IL,Jackson County,5,12930,Point(-89.1965 40.0417),12859995
2853,31097,NE,Johnson County,8,520,Point(-99.7951 41.5378),1896190
2854,39129,OH,Pickaway County,1,6905,Point(-82.7937 40.2862),11613423
2855,40149,OK,Washita County,7,1784,Point(-97.4943 35.5889),3911338
2856,13045,GA,Carroll County,1,16713,Point(-83.437611111 32.662027777),10214860
2857,22095,LA,St. John the Baptist Parish,1,7959,,3976322
2858,42035,PA,Clinton County,6,6543,Point(-77.7996 40.8781),12802503
2859,31069,NE,Garden County,9,308,Point(-99.7951 41.5378),1896190
2860,39039,OH,Defiance County,4,3876,Point(-82.7937 40.2862),11613423
2861,53053,WA,Pierce County,1,102303,Point(-120.4472 47.3826),7170351
2862,13143,GA,Haralson County,1,5306,Point(-83.437611111 32.662027777),10214860
2863,42127,PA,Wayne County,6,6427,Point(-77.7996 40.8781),12802503
2864,27039,MN,Dodge County,3,1560,Point(-94.3053 46.2807),5489594
2865,39025,OH,Clermont County,1,21281,Point(-82.7937 40.2862),11613423
2866,19195,IA,Worth County,9,662,Point(-93.496 42.0751),3046355
2867,55017,WI,Chippewa County,3,7042,Point(-89.9941 44.6243),5771337
2868,17069,IL,Hardin County,9,857,Point(-89.1965 40.0417),12859995
2869,46077,SD,Kingsbury County,9,457,,1394928
2870,51181,VA,Surry County,1,876,Point(-78.8537 37.5215),8382993
2871,34039,NJ,Union County,1,58425,Point(-74.6728 40.1907),8958013
2872,8045,CO,Garfield County,5,5276,Point(-105.5478 38.9972),5456574
2873,30085,MT,Roosevelt County,7,2659,Point(-109.6333 47.0527),1032949
2874,28087,MS,Lowndes County,5,12346,Point(-89.6678 32.7364),2992333
2875,40147,OK,Washington County,4,7333,Point(-97.4943 35.5889),3911338
2876,37171,NC,Surry County,4,12102,Point(-79.5 35.5),10042802
2877,48007,TX,Aransas County,2,4751,Point(-99.3312 31.4757),27469114
2878,35025,NM,Lea County,5,12179,Point(-106.1126 34.4071),2085109
2879,17103,IL,Lee County,4,4148,Point(-89.1965 40.0417),12859995
2880,46061,SD,Hanson County,8,282,,1394928
2881,48163,TX,Frio County,6,4005,Point(-99.3312 31.4757),27469114
2882,53025,WA,Grant County,4,14842,Point(-120.4472 47.3826),7170351
2883,37151,NC,Randolph County,2,20481,Point(-79.5 35.5),10042802
2884,13217,GA,Newton County,1,18463,Point(-83.437611111 32.662027777),10214860
2885,36043,NY,Herkimer County,2,9968,Point(-75.5268 42.9538),19795791
2886,31173,NE,Thurston County,8,1777,Point(-99.7951 41.5378),1896190
2887,5081,AR,Little River County,6,2148,Point(-92.4426 34.8938),2978204
2888,29115,MO,Linn County,7,1927,Point(-92.458 38.3566),6083672
2889,38005,ND,Benson County,9,1961,Point(-100.4659 47.4501),756927
2890,27123,MN,Ramsey County,1,73203,Point(-94.3053 46.2807),5489594
2891,47057,TN,Grainger County,3,4563,Point(-86.3505 35.858),6600299
2892,55053,WI,Jackson County,6,2132,Point(-89.9941 44.6243),5771337
2893,50023,VT,Washington County,4,6080,Point(-72.6658 44.0687),626042
2894,17141,IL,Ogle County,4,5167,Point(-89.1965 40.0417),12859995
2895,35009,NM,Curry County,5,9216,Point(-106.1126 34.4071),2085109
2896,47179,TN,Washington County,3,18319,Point(-86.3505 35.858),6600299
2897,6011,CA,Colusa County,6,2375,Point(-119.4696 37.1841),39144818
2898,22081,LA,Red River Parish,6,2194,,3976322
2899,17039,IL,De Witt County,6,1686,Point(-89.1965 40.0417),12859995
2900,40133,OK,Seminole County,7,5562,Point(-97.4943 35.5889),3911338
2901,49057,UT,Weber County,2,26535,Point(-111.6703 39.3055),2763885
2902,37093,NC,Hoke County,2,10177,Point(-79.5 35.5),10042802
2903,6033,CA,Lake County,4,13065,Point(-119.4696 37.1841),39144818
2904,45035,SC,Dorchester County,2,14329,Point(-80.8964 33.9169),4896146
2905,8107,CO,Routt County,7,1766,Point(-105.5478 38.9972),5456574
2906,18151,IN,Steuben County,7,3493,Point(-86.2816 39.8942),6619680
2907,13037,GA,Calhoun County,8,1541,Point(-83.437611111 32.662027777),10214860
2908,5033,AR,Crawford County,2,10322,Point(-92.4426 34.8938),2978204
2909,6043,CA,Mariposa County,8,3077,Point(-119.4696 37.1841),39144818
2910,19105,IA,Jones County,3,2012,Point(-93.496 42.0751),3046355
2911,42113,PA,Sullivan County,8,768,Point(-77.7996 40.8781),12802503
2912,28089,MS,Madison County,2,12426,Point(-89.6678 32.7364),2992333
2913,31171,NE,Thomas County,9,99,Point(-99.7951 41.5378),1896190
2914,31095,NE,Jefferson County,7,757,Point(-99.7951 41.5378),1896190
2915,55037,WI,Florence County,9,540,Point(-89.9941 44.6243),5771337
2916,31119,NE,Madison County,5,4867,Point(-99.7951 41.5378),1896190
2917,55007,WI,Bayfield County,8,1821,Point(-89.9941 44.6243),5771337
2918,22093,LA,St. James Parish,6,4038,,3976322
2919,31027,NE,Cedar County,9,803,Point(-99.7951 41.5378),1896190
2920,47021,TN,Cheatham County,1,4375,Point(-86.3505 35.858),6600299
2921,33003,NH,Carroll County,8,4896,Point(-71.5811 43.6805),1330608
2922,19143,IA,Osceola County,7,625,Point(-93.496 42.0751),3046355
2923,29227,MO,Worth County,9,279,Point(-92.458 38.3566),6083672
2924,42059,PA,Greene County,6,5362,Point(-77.7996 40.8781),12802503
2925,17105,IL,Livingston County,4,4823,Point(-89.1965 40.0417),12859995
2926,1003,AL,Baldwin County,4,24005,Point(-86.8287 32.7794),4858979
2927,40071,OK,Kay County,5,7252,Point(-97.4943 35.5889),3911338
2928,18015,IN,Carroll County,3,2033,Point(-86.2816 39.8942),6619680
2929,30089,MT,Sanders County,8,2005,Point(-109.6333 47.0527),1032949
2930,26133,MI,Osceola County,7,4325,Point(-85.4102 44.3467),9922576
2931,53077,WA,Yakima County,3,44819,Point(-120.4472 47.3826),7170351
2932,47135,TN,Perry County,8,1728,Point(-86.3505 35.858),6600299
2933,29087,MO,Holt County,8,612,Point(-92.458 38.3566),6083672
2934,36063,NY,Niagara County,1,26152,Point(-75.5268 42.9538),19795791
2935,22059,LA,La Salle Parish,6,2653,,3976322
2936,54087,WV,Roane County,6,3100,Point(-80.6227 38.6409),1844128
2937,30079,MT,Prairie County,9,140,Point(-109.6333 47.0527),1032949
2938,38029,ND,Emmons County,8,455,Point(-100.4659 47.4501),756927
2939,17149,IL,Pike County,7,2506,Point(-89.1965 40.0417),12859995
2940,17189,IL,Washington County,6,1290,Point(-89.1965 40.0417),12859995
2941,26065,MI,Ingham County,2,54343,Point(-85.4102 44.3467),9922576
2942,12005,FL,Bay County,3,26845,Point(-82.4497 28.6305),20271272
2943,17119,IL,Madison County,1,34772,Point(-89.1965 40.0417),12859995
2944,28079,MS,Leake County,6,5218,Point(-89.6678 32.7364),2992333
2945,29005,MO,Atchison County,9,665,Point(-92.458 38.3566),6083672
2946,18037,IN,Dubois County,7,2730,Point(-86.2816 39.8942),6619680
2947,26115,MI,Monroe County,3,14819,Point(-85.4102 44.3467),9922576
2948,34001,NJ,Atlantic County,2,37734,Point(-74.6728 40.1907),8958013
2949,20181,KS,Sherman County,7,841,Point(-98.3804 38.4937),2911641
2950,48317,TX,Martin County,6,738,Point(-99.3312 31.4757),27469114
2951,48327,TX,Menard County,8,446,Point(-99.3312 31.4757),27469114
2952,26163,MI,Wayne County,1,395250,Point(-85.4102 44.3467),9922576
2953,28011,MS,Bolivar County,5,10927,Point(-89.6678 32.7364),2992333
2954,28027,MS,Coahoma County,5,9567,Point(-89.6678 32.7364),2992333
2955,41071,OR,Yamhill County,1,11607,Point(-120.5583 43.9336),4028977
2956,29039,MO,Cedar County,6,2739,Point(-92.458 38.3566),6083672
2957,39003,OH,Allen County,3,15101,Point(-82.7937 40.2862),11613423
2958,29105,MO,Laclede County,6,5480,Point(-92.458 38.3566),6083672
2959,31031,NE,Cherry County,7,685,Point(-99.7951 41.5378),1896190
2960,27093,MN,Meeker County,6,1604,Point(-94.3053 46.2807),5489594
2961,55029,WI,Door County,6,2250,Point(-89.9941 44.6243),5771337
2962,55071,WI,Manitowoc County,4,7229,Point(-89.9941 44.6243),5771337
2963,30103,MT,Treasure County,8,71,Point(-109.6333 47.0527),1032949
2964,21129,KY,Lee County,9,2487,Point(-85.3021 37.5347),4425092
2965,19025,IA,Calhoun County,9,1138,Point(-93.496 42.0751),3046355
2966,48353,TX,Nolan County,6,2697,Point(-99.3312 31.4757),27469114
2967,30011,MT,Carter County,9,164,Point(-109.6333 47.0527),1032949
2968,48175,TX,Goliad County,3,1059,Point(-99.3312 31.4757),27469114
2969,48425,TX,Somervell County,8,931,Point(-99.3312 31.4757),27469114
2970,48217,TX,Hill County,6,5542,Point(-99.3312 31.4757),27469114
2971,35057,NM,Torrance County,2,4001,Point(-106.1126 34.4071),2085109
2972,31149,NE,Rock County,9,186,Point(-99.7951 41.5378),1896190
2973,23025,ME,Somerset County,6,9749,Point(-69.2428 45.3695),1328361
2974,48111,TX,Dallam County,7,793,Point(-99.3312 31.4757),27469114
2975,21145,KY,McCracken County,5,11962,Point(-85.3021 37.5347),4425092
2976,13321,GA,Worth County,3,4334,Point(-83.437611111 32.662027777),10214860
2977,31061,NE,Franklin County,9,393,Point(-99.7951 41.5378),1896190
2978,49051,UT,Wasatch County,6,1668,Point(-111.6703 39.3055),2763885
2979,54067,WV,Nicholas County,6,5359,Point(-80.6227 38.6409),1844128
2980,48031,TX,Blanco County,8,1207,Point(-99.3312 31.4757),27469114
2981,32510,NV,Carson City,3,6727,Point(-116.6312 39.3289),2890845
2982,37079,NC,Greene County,3,4422,Point(-79.5 35.5),10042802
2983,4009,AZ,Graham County,6,7854,Point(-111.6602 34.2744),6828065
2984,21067,KY,Fayette County,2,54406,Point(-85.3021 37.5347),4425092
2985,16037,ID,Custer County,9,639,Point(-114.613 44.3509),1654930
2986,49039,UT,Sanpete County,6,4520,Point(-111.6703 39.3055),2763885
2987,19161,IA,Sac County,9,1124,Point(-93.496 42.0751),3046355
2988,29015,MO,Benton County,9,3330,Point(-92.458 38.3566),6083672
2989,51770,VA,Roanoke city,2,21886,Point(-78.8537 37.5215),8382993
2990,36119,NY,Westchester County,1,95327,Point(-75.5268 42.9538),19795791
2991,21103,KY,Henry County,1,2886,Point(-85.3021 37.5347),4425092
2992,6051,CA,Mono County,7,1583,Point(-119.4696 37.1841),39144818
2993,13021,GA,Bibb County,3,38547,Point(-83.437611111 32.662027777),10214860
2994,51059,VA,Fairfax County,1,67736,Point(-78.8537 37.5215),8382993
2995,19175,IA,Union County,6,1586,Point(-93.496 42.0751),3046355
2996,13031,GA,Bulloch County,4,16650,Point(-83.437611111 32.662027777),10214860
2997,51001,VA,Accomack County,7,6493,Point(-78.8537 37.5215),8382993
2998,54053,WV,Mason County,6,4671,Point(-80.6227 38.6409),1844128
2999,21083,KY,Graves County,7,7571,Point(-85.3021 37.5347),4425092
3000,48347,TX,Nacogdoches County,5,15402,Point(-99.3312 31.4757),27469114
3001,29017,MO,Bollinger County,9,2076,Point(-92.458 38.3566),6083672
3002,48287,TX,Lee County,6,2105,Point(-99.3312 31.4757),27469114
3003,20157,KS,Republic County,9,524,Point(-98.3804 38.4937),2911641
3004,29186,MO,Ste. Genevieve County,6,2069,Point(-92.458 38.3566),6083672
3005,49005,UT,Cache County,3,15209,Point(-111.6703 39.3055),2763885
3006,37023,NC,Burke County,2,15310,Point(-79.5 35.5),10042802
3007,48429,TX,Stephens County,7,1876,Point(-99.3312 31.4757),27469114
3008,40043,OK,Dewey County,9,623,Point(-97.4943 35.5889),3911338
3009,19043,IA,Clayton County,8,1709,Point(-93.496 42.0751),3046355
3010,32021,NV,Mineral County,7,801,Point(-116.6312 39.3289),2890845
3011,47065,TN,Hamilton County,2,47050,Point(-86.3505 35.858),6600299
3012,13245,GA,Richmond County,2,48929,Point(-83.437611111 32.662027777),10214860
3013,53061,WA,Snohomish County,1,62396,Point(-120.4472 47.3826),7170351
3014,18177,IN,Wayne County,5,10859,Point(-86.2816 39.8942),6619680
3015,36083,NY,Rensselaer County,2,17978,Point(-75.5268 42.9538),19795791
3016,6039,CA,Madera County,3,30029,Point(-119.4696 37.1841),39144818
3017,40115,OK,Ottawa County,6,5858,Point(-97.4943 35.5889),3911338
3018,39103,OH,Medina County,1,11394,Point(-82.7937 40.2862),11613423
3019,42081,PA,Lycoming County,3,16033,Point(-77.7996 40.8781),12802503
3020,35013,NM,Dona Ana County,3,53719,Point(-106.1126 34.4071),2085109
3021,12127,FL,Volusia County,2,73420,Point(-82.4497 28.6305),20271272
3022,45053,SC,Jasper County,6,5570,Point(-80.8964 33.9169),4896146
3023,13075,GA,Cook County,6,4268,Point(-83.437611111 32.662027777),10214860
3024,31101,NE,Keith County,7,1019,Point(-99.7951 41.5378),1896190
3025,13019,GA,Berrien County,6,4179,Point(-83.437611111 32.662027777),10214860
3026,48247,TX,Jim Hogg County,6,1431,Point(-99.3312 31.4757),27469114
3027,29091,MO,Howell County,7,8110,Point(-92.458 38.3566),6083672
3028,22111,LA,Union Parish,3,4422,,3976322
3029,29037,MO,Cass County,1,8792,Point(-92.458 38.3566),6083672
3030,48357,TX,Ochiltree County,7,1170,Point(-99.3312 31.4757),27469114
3031,38087,ND,Slope County,9,86,Point(-100.4659 47.4501),756927
3032,22091,LA,St. Helena Parish,2,2558,,3976322
3033,27119,MN,Polk County,3,4410,Point(-94.3053 46.2807),5489594
3034,48103,TX,Crane County,6,488,Point(-99.3312 31.4757),27469114
3035,1129,AL,Washington County,8,3018,Point(-86.8287 32.7794),4858979
3036,39051,OH,Fulton County,2,3719,Point(-82.7937 40.2862),11613423
3037,23019,ME,Penobscot County,3,21460,Point(-69.2428 45.3695),1328361
3038,13225,GA,Peach County,6,5522,Point(-83.437611111 32.662027777),10214860
