d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,motto text,population
2790,48055,TX,Caldwell County,1,6552,Friendship,81990
2791,55131,WI,Washington County,1,7496,Forward,32190
2792,21147,KY,McCreary County,9,6168,Deo gratiam habeamus,17989
2793,53003,WA,Asotin County,3,3225,bye and bye,22110
2794,54045,WV,Logan County,6,8075,Montani semper liberi,35987
2795,48097,TX,Cooke County,6,5330,Friendship,38467
2796,21165,KY,Menifee County,9,1513,Deo gratiam habeamus,6288
2797,48015,TX,Austin County,1,4213,Friendship,28847
2798,41007,OR,Clatsop County,4,4919,Alis volat propriis,37244
2799,26037,MI,Clinton County,2,6509,Si quaeris peninsulam amoenam circumspice,81591
2800,1033,AL,Colbert County,3,8982,Audemus iura nostra defendere,54520
2801,56005,WY,Campbell County,5,4067,Equal Rights,48176
2802,16003,ID,Adams County,8,580,Esto perpetua,3828
2803,17139,IL,Moultrie County,6,1444,"State sovereignty, national union",14876
2804,51035,VA,Carroll County,6,4775,Sic semper tyrannis,47499
2805,51099,VA,King George County,8,1728,Sic semper tyrannis,24926
2806,29055,MO,Crawford County,6,4449,Salus populi suprema lex esto,24543
2807,20155,KS,Reno County,4,8844,Ad astra per aspera,64190
2808,45043,SC,Georgetown County,4,9222,Dum spiro spero,60440
2809,19029,IA,Cass County,6,1654,Our liberties we prize and our rights we will maintain,28555
2810,6089,CA,Shasta County,3,30359,Eureka,178980
2811,39075,OH,Holmes County,7,5041,The Heart of It All,19717
2812,35019,NM,Guadalupe County,7,955,Crescit eundo,4551
2813,47127,TN,Moore County,9,678,Agriculture and Commerce,91587
2814,55107,WI,Rusk County,6,1920,Forward,53622
2815,42079,PA,Luzerne County,2,44618,"Virtue, liberty, and independence",320103
2816,39097,OH,Madison County,1,4576,The Heart of It All,7712
2817,31091,NE,Hooker County,9,56,Equality before the law,738
2818,49053,UT,Washington County,3,19795,Industry,32190
2819,21117,KY,Kenton County,1,20493,Deo gratiam habeamus,163145
2820,13177,GA,Lee County,3,3190,"Wisdom, Justice, Moderation",661115
2821,20145,KS,Pawnee County,7,840,Ad astra per aspera,2709
2822,55139,WI,Winnebago County,3,18883,Forward,290666
2823,48437,TX,Swisher County,6,1511,Friendship,7763
2824,17101,IL,Lawrence County,7,2566,"State sovereignty, national union",33587
2825,51197,VA,Wythe County,6,4135,Sic semper tyrannis,29344
2826,25015,MA,Hampshire County,2,16535,Ense petit placidam sub libertate quietem,159596
2827,22103,LA,St. Tammany Parish,1,24598,,242333
2828,28041,MS,Greene County,8,2642,Virtute et armis,68267
2829,51053,VA,Dinwiddie County,1,3565,Sic semper tyrannis,27904
2830,29101,MO,Johnson County,4,7187,Salus populi suprema lex esto,8628
2831,55023,WI,Crawford County,7,2212,Forward,24543
2832,26151,MI,Sanilac County,6,6359,Si quaeris peninsulam amoenam circumspice,41823
2833,54021,WV,Gilmer County,9,1706,Montani semper liberi,28579
2834,30023,MT,Deer Lodge County,7,1574,Oro y Plata,9329
2835,5109,AR,Pike County,9,1927,Regnat populus,63380
2836,31113,NE,Logan County,9,79,Equality before the law,35987
2837,20149,KS,Pottawatomie County,6,1917,Ad astra per aspera,71158
2838,55011,WI,Buffalo County,8,1369,Forward,13357
2839,19189,IA,Winnebago County,7,1072,Our liberties we prize and our rights we will maintain,290666
2840,37071,NC,Gaston County,1,33562,Esse quam videri,209420
2841,37001,NC,Alamance County,3,25014,Esse quam videri,154378
2842,40151,OK,Woods County,7,1105,Labor omnia vincit,9041
2843,4013,AZ,Maricopa County,1,624923,Ditat Deus,4009412
2844,53019,WA,Ferry County,9,1602,bye and bye,7646
2845,48081,TX,Coke County,8,501,Friendship,3210
2846,8027,CO,Custer County,8,605,Nil sine numine,4249
2847,4023,AZ,Santa Cruz County,4,9569,Ditat Deus,46768
2848,28101,MS,Newton County,7,4563,Virtute et armis,8064
2849,28097,MS,Montgomery County,7,2433,Virtute et armis,1058810
2850,31001,NE,Adams County,5,3835,Equality before the law,3828
2851,16083,ID,Twin Falls County,5,11954,Esto perpetua,79957
2852,17077,IL,Jackson County,5,12930,"State sovereignty, national union",208545
2853,31097,NE,Johnson County,8,520,Equality before the law,8628
2854,39129,OH,Pickaway County,1,6905,The Heart of It All,56304
2855,40149,OK,Washita County,7,1784,Labor omnia vincit,11678
2856,13045,GA,Carroll County,1,16713,"Wisdom, Justice, Moderation",47499
2857,22095,LA,St. John the Baptist Parish,1,7959,,43761
2858,42035,PA,Clinton County,6,6543,"Virtue, liberty, and independence",81591
2859,31069,NE,Garden County,9,308,Equality before the law,1902
2860,39039,OH,Defiance County,4,3876,The Heart of It All,38532
2861,53053,WA,Pierce County,1,102303,bye and bye,819743
2862,13143,GA,Haralson County,1,5306,"Wisdom, Justice, Moderation",28495
2863,42127,PA,Wayne County,6,6427,"Virtue, liberty, and independence",1775273
2864,27039,MN,Dodge County,3,1560,LՃtoile du Nord,88344
2865,39025,OH,Clermont County,1,21281,The Heart of It All,200218
2866,19195,IA,Worth County,9,662,Our liberties we prize and our rights we will maintain,21291
2867,55017,WI,Chippewa County,3,7042,Forward,38696
2868,17069,IL,Hardin County,9,857,"State sovereignty, national union",26034
2869,46077,SD,Kingsbury County,9,457,,5065
2870,51181,VA,Surry County,1,876,Sic semper tyrannis,73050
2871,34039,NJ,Union County,1,58425,Liberty and prosperity,25652
2872,8045,CO,Garfield County,5,5276,Nil sine numine,5083
2873,30085,MT,Roosevelt County,7,2659,Oro y Plata,11125
2874,28087,MS,Lowndes County,5,12346,Virtute et armis,59922
2875,40147,OK,Washington County,4,7333,Labor omnia vincit,32190
2876,37171,NC,Surry County,4,12102,Esse quam videri,73050
2877,48007,TX,Aransas County,2,4751,Friendship,24356
2878,35025,NM,Lea County,5,12179,Crescit eundo,68062
2879,17103,IL,Lee County,4,4148,"State sovereignty, national union",661115
2880,46061,SD,Hanson County,8,282,,3405
2881,48163,TX,Frio County,6,4005,Friendship,18065
2882,53025,WA,Grant County,4,14842,bye and bye,7283
2883,37151,NC,Randolph County,2,20481,Esse quam videri,29415
2884,13217,GA,Newton County,1,18463,"Wisdom, Justice, Moderation",8064
2885,36043,NY,Herkimer County,2,9968,Excelsior,64181
2886,31173,NE,Thurston County,8,1777,Equality before the law,262388
2887,5081,AR,Little River County,6,2148,Regnat populus,12730
2888,29115,MO,Linn County,7,1927,Salus populi suprema lex esto,118765
2889,38005,ND,Benson County,9,1961,Serit ut alteri saeclo prosit,6877
2890,27123,MN,Ramsey County,1,73203,LՃtoile du Nord,526714
2891,47057,TN,Grainger County,3,4563,Agriculture and Commerce,22702
2892,55053,WI,Jackson County,6,2132,Forward,208545
2893,50023,VT,Washington County,4,6080,Stella quarta decima fulgeat,32190
2894,17141,IL,Ogle County,4,5167,"State sovereignty, national union",52385
2895,35009,NM,Curry County,5,9216,Crescit eundo,22339
2896,47179,TN,Washington County,3,18319,Agriculture and Commerce,32190
2897,6011,CA,Colusa County,6,2375,Eureka,21358
2898,22081,LA,Red River Parish,6,2194,,8894
2899,17039,IL,De Witt County,6,1686,"State sovereignty, national union",16420
2900,40133,OK,Seminole County,7,5562,Labor omnia vincit,436041
2901,49057,UT,Weber County,2,26535,Industry,238519
2902,37093,NC,Hoke County,2,10177,Esse quam videri,51322
2903,6033,CA,Lake County,4,13065,Eureka,63860
2904,45035,SC,Dorchester County,2,14329,Dum spiro spero,32660
2905,8107,CO,Routt County,7,1766,Nil sine numine,23513
2906,18151,IN,Steuben County,7,3493,The Crossroads of America,98650
2907,13037,GA,Calhoun County,8,1541,"Wisdom, Justice, Moderation",135012
2908,5033,AR,Crawford County,2,10322,Regnat populus,24543
2909,6043,CA,Mariposa County,8,3077,Eureka,17755
2910,19105,IA,Jones County,3,2012,Our liberties we prize and our rights we will maintain,1001
2911,42113,PA,Sullivan County,8,768,"Virtue, liberty, and independence",76665
2912,28089,MS,Madison County,2,12426,Virtute et armis,7712
2913,31171,NE,Thomas County,9,99,Equality before the law,44869
2914,31095,NE,Jefferson County,7,757,Equality before the law,659479
2915,55037,WI,Florence County,9,540,Forward,138326
2916,31119,NE,Madison County,5,4867,Equality before the law,7712
2917,55007,WI,Bayfield County,8,1821,Forward,15156
2918,22093,LA,St. James Parish,6,4038,,21752
2919,31027,NE,Cedar County,9,803,Equality before the law,13913
2920,47021,TN,Cheatham County,1,4375,Agriculture and Commerce,39492
2921,33003,NH,Carroll County,8,4896,Live Free or Die,47499
2922,19143,IA,Osceola County,7,625,Our liberties we prize and our rights we will maintain,298504
2923,29227,MO,Worth County,9,279,Salus populi suprema lex esto,21291
2924,42059,PA,Greene County,6,5362,"Virtue, liberty, and independence",68267
2925,17105,IL,Livingston County,4,4823,"State sovereignty, national union",184443
2926,1003,AL,Baldwin County,4,24005,Audemus iura nostra defendere,182265
2927,40071,OK,Kay County,5,7252,Labor omnia vincit,45633
2928,18015,IN,Carroll County,3,2033,The Crossroads of America,47499
2929,30089,MT,Sanders County,8,2005,Oro y Plata,11363
2930,26133,MI,Osceola County,7,4325,Si quaeris peninsulam amoenam circumspice,298504
2931,53077,WA,Yakima County,3,44819,bye and bye,247044
2932,47135,TN,Perry County,8,1728,Agriculture and Commerce,28010
2933,29087,MO,Holt County,8,612,Salus populi suprema lex esto,10449
2934,36063,NY,Niagara County,1,26152,Excelsior,214249
2935,22059,LA,La Salle Parish,6,2653,,14777
2936,54087,WV,Roane County,6,3100,Montani semper liberi,14656
2937,30079,MT,Prairie County,9,140,Oro y Plata,1179
2938,38029,ND,Emmons County,8,455,Serit ut alteri saeclo prosit,3486
2939,17149,IL,Pike County,7,2506,"State sovereignty, national union",63380
2940,17189,IL,Washington County,6,1290,"State sovereignty, national union",32190
2941,26065,MI,Ingham County,2,54343,Si quaeris peninsulam amoenam circumspice,282234
2942,12005,FL,Bay County,3,26845,In God We Trust,106832
2943,17119,IL,Madison County,1,34772,"State sovereignty, national union",7712
2944,28079,MS,Leake County,6,5218,Virtute et armis,23389
2945,29005,MO,Atchison County,9,665,Salus populi suprema lex esto,16749
2946,18037,IN,Dubois County,7,2730,The Crossroads of America,42361
2947,26115,MI,Monroe County,3,14819,Si quaeris peninsulam amoenam circumspice,76351
2948,34001,NJ,Atlantic County,2,37734,Liberty and prosperity,275862
2949,20181,KS,Sherman County,7,841,Ad astra per aspera,1731
2950,48317,TX,Martin County,6,738,Friendship,20422
2951,48327,TX,Menard County,8,446,Friendship,2148
2952,26163,MI,Wayne County,1,395250,Si quaeris peninsulam amoenam circumspice,1775273
2953,28011,MS,Bolivar County,5,10927,Virtute et armis,34049
2954,28027,MS,Coahoma County,5,9567,Virtute et armis,25182
2955,41071,OR,Yamhill County,1,11607,Alis volat propriis,100725
2956,29039,MO,Cedar County,6,2739,Salus populi suprema lex esto,13913
2957,39003,OH,Allen County,3,15101,The Heart of It All,363014
2958,29105,MO,Laclede County,6,5480,Salus populi suprema lex esto,35667
2959,31031,NE,Cherry County,7,685,Equality before the law,5788
2960,27093,MN,Meeker County,6,1604,LՃtoile du Nord,
2961,55029,WI,Door County,6,2250,Forward,27896
2962,55071,WI,Manitowoc County,4,7229,Forward,80654
2963,30103,MT,Treasure County,8,71,Oro y Plata,700
2964,21129,KY,Lee County,9,2487,Deo gratiam habeamus,661115
2965,19025,IA,Calhoun County,9,1138,Our liberties we prize and our rights we will maintain,135012
2966,48353,TX,Nolan County,6,2697,Friendship,15037
2967,30011,MT,Carter County,9,164,Oro y Plata,1174
2968,48175,TX,Goliad County,3,1059,Friendship,7465
2969,48425,TX,Somervell County,8,931,Friendship,8658
2970,48217,TX,Hill County,6,5542,Friendship,16568
2971,35057,NM,Torrance County,2,4001,Crescit eundo,15717
2972,31149,NE,Rock County,9,186,Equality before the law,160739
2973,23025,ME,Somerset County,6,9749,Dirigo,51706
2974,48111,TX,Dallam County,7,793,Friendship,7057
2975,21145,KY,McCracken County,5,11962,Deo gratiam habeamus,65373
2976,13321,GA,Worth County,3,4334,"Wisdom, Justice, Moderation",21291
2977,31061,NE,Franklin County,9,393,Equality before the law,71221
2978,49051,UT,Wasatch County,6,1668,Industry,26437
2979,54067,WV,Nicholas County,6,5359,Montani semper liberi,25965
2980,48031,TX,Blanco County,8,1207,Friendship,10723
2981,32510,NV,Carson City,3,6727,All For Our Country,54080
2982,37079,NC,Greene County,3,4422,Esse quam videri,68267
2983,4009,AZ,Graham County,6,7854,Ditat Deus,37482
2984,21067,KY,Fayette County,2,54406,Deo gratiam habeamus,45599
2985,16037,ID,Custer County,9,639,Esto perpetua,4249
2986,49039,UT,Sanpete County,6,4520,Industry,28237
2987,19161,IA,Sac County,9,1124,Our liberties we prize and our rights we will maintain,10071
2988,29015,MO,Benton County,9,3330,Salus populi suprema lex esto,86591
2989,51770,VA,Roanoke city,2,21886,Sic semper tyrannis,
2990,36119,NY,Westchester County,1,95327,Excelsior,968802
2991,21103,KY,Henry County,1,2886,Deo gratiam habeamus,49044
2992,6051,CA,Mono County,7,1583,Eureka,14074
2993,13021,GA,Bibb County,3,38547,"Wisdom, Justice, Moderation",22915
2994,51059,VA,Fairfax County,1,67736,Sic semper tyrannis,1130924
2995,19175,IA,Union County,6,1586,Our liberties we prize and our rights we will maintain,25652
2996,13031,GA,Bulloch County,4,16650,"Wisdom, Justice, Moderation",71214
2997,51001,VA,Accomack County,7,6493,Sic semper tyrannis,33148
2998,54053,WV,Mason County,6,4671,Montani semper liberi,27126
2999,21083,KY,Graves County,7,7571,Deo gratiam habeamus,37451
3000,48347,TX,Nacogdoches County,5,15402,Friendship,65330
3001,29017,MO,Bollinger County,9,2076,Salus populi suprema lex esto,12490
3002,48287,TX,Lee County,6,2105,Friendship,661115
3003,20157,KS,Republic County,9,524,Ad astra per aspera,4820
3004,29186,MO,Ste. Genevieve County,6,2069,Salus populi suprema lex esto,17778
3005,49005,UT,Cache County,3,15209,Industry,116909
3006,37023,NC,Burke County,2,15310,Esse quam videri,89842
3007,48429,TX,Stephens County,7,1876,Friendship,44919
3008,40043,OK,Dewey County,9,623,Labor omnia vincit,5586
3009,19043,IA,Clayton County,8,1709,Our liberties we prize and our rights we will maintain,15402
3010,32021,NV,Mineral County,7,801,All For Our Country,4614
3011,47065,TN,Hamilton County,2,47050,Agriculture and Commerce,4773
3012,13245,GA,Richmond County,2,48929,"Wisdom, Justice, Moderation",202003
3013,53061,WA,Snohomish County,1,62396,bye and bye,745913
3014,18177,IN,Wayne County,5,10859,The Crossroads of America,1775273
3015,36083,NY,Rensselaer County,2,17978,Excelsior,159918
3016,6039,CA,Madera County,3,30029,Eureka,152389
3017,40115,OK,Ottawa County,6,5858,Labor omnia vincit,272701
3018,39103,OH,Medina County,1,11394,The Heart of It All,47399
3019,42081,PA,Lycoming County,3,16033,"Virtue, liberty, and independence",116754
3020,35013,NM,Dona Ana County,3,53719,Crescit eundo,213460
3021,12127,FL,Volusia County,2,73420,In God We Trust,500800
3022,45053,SC,Jasper County,6,5570,Dum spiro spero,35649
3023,13075,GA,Cook County,6,4268,"Wisdom, Justice, Moderation",5240700
3024,31101,NE,Keith County,7,1019,Equality before the law,8130
3025,13019,GA,Berrien County,6,4179,"Wisdom, Justice, Moderation",155252
3026,48247,TX,Jim Hogg County,6,1431,Friendship,5245
3027,29091,MO,Howell County,7,8110,Salus populi suprema lex esto,40393
3028,22111,LA,Union Parish,3,4422,,22344
3029,29037,MO,Cass County,1,8792,Salus populi suprema lex esto,28555
3030,48357,TX,Ochiltree County,7,1170,Friendship,10806
3031,38087,ND,Slope County,9,86,Serit ut alteri saeclo prosit,761
3032,22091,LA,St. Helena Parish,2,2558,,10875
3033,27119,MN,Polk County,3,4410,LՃtoile du Nord,31569
3034,48103,TX,Crane County,6,488,Friendship,4773
3035,1129,AL,Washington County,8,3018,Audemus iura nostra defendere,32190
3036,39051,OH,Fulton County,2,3719,The Heart of It All,984293
3037,23019,ME,Penobscot County,3,21460,Dirigo,153364
3038,13225,GA,Peach County,6,5522,"Wisdom, Justice, Moderation",27014
3039,12129,FL,Wakulla County,2,3728,In God We Trust,31022
3040,41067,OR,Washington County,1,51702,Alis volat propriis,32190
3041,18145,IN,Shelby County,1,5340,The Crossroads of America,939465
3042,42053,PA,Forest County,9,1172,"Virtue, liberty, and independence",9126
3043,19017,IA,Bremer County,3,1557,Our liberties we prize and our rights we will maintain,24624
3044,21179,KY,Nelson County,1,5236,Deo gratiam habeamus,14789
3045,19191,IA,Winneshiek County,7,1709,Our liberties we prize and our rights we will maintain,20994
3046,12047,FL,Hamilton County,6,3363,In God We Trust,4773
3047,48501,TX,Yoakum County,7,1025,Friendship,8184
3048,45067,SC,Marion County,6,7915,Dum spiro spero,323614
3049,21059,KY,Daviess County,3,15895,Deo gratiam habeamus,98218
3050,26101,MI,Manistee County,7,3255,Si quaeris peninsulam amoenam circumspice,24450
3051,13149,GA,Heard County,1,2227,"Wisdom, Justice, Moderation",11558
3052,19065,IA,Fayette County,6,2449,Our liberties we prize and our rights we will maintain,45599
3053,45015,SC,Berkeley County,2,25313,Dum spiro spero,194020
3054,21017,KY,Bourbon County,2,3466,Deo gratiam habeamus,14852
3055,37195,NC,Wilson County,4,17798,Esse quam videri,121945
3056,6041,CA,Marin County,1,19932,Eureka,258365
3057,5111,AR,Poinsett County,3,5352,Regnat populus,24145
3058,29207,MO,Stoddard County,7,5545,Salus populi suprema lex esto,29780
3059,49013,UT,Duchesne County,6,2765,Industry,20308
3060,47055,TN,Giles County,6,4751,Agriculture and Commerce,28746
3061,18023,IN,Clinton County,6,4317,The Crossroads of America,81591
3062,29047,MO,Clay County,1,19868,Salus populi suprema lex esto,10584
3063,22045,LA,Iberia Parish,4,16885,,73878
3064,48193,TX,Hamilton County,6,1229,Friendship,4773
3065,21069,KY,Fleming County,7,3066,Deo gratiam habeamus,14508
3066,29219,MO,Warren County,1,3935,Salus populi suprema lex esto,65337
3067,37143,NC,Perquimans County,9,2239,Esse quam videri,13601
3068,42031,PA,Clarion County,6,5628,"Virtue, liberty, and independence",39155
3069,1069,AL,Houston County,3,19878,Audemus iura nostra defendere,22911
3070,18169,IN,Wabash County,6,3428,The Crossroads of America,32358
3071,48079,TX,Cochran County,9,665,Friendship,3016
3072,29003,MO,Andrew County,3,1657,Salus populi suprema lex esto,17445
3073,54035,WV,Jackson County,6,4546,Montani semper liberi,208545
3074,27165,MN,Watonwan County,7,1216,LՃtoile du Nord,11137
